TICKER	DATA PRIMA QUOTAZIONE	DATA ULTIMA QUOTAZIONE	VARIAZIONE PERCENTUALE	PREZZO MINIMO	PREZZO MASSIMO
DQ	2010-10-07	2018-08-24	-28.468%	10.000	9.990
DRAD	2004-06-10	2018-08-24	-85.132%	0.480	9.960
DRD	1994-05-16	2018-08-24	-98.261%	1.100	98.750
DRE	1986-02-27	2018-08-24	70.522%	10.000	9.975
DRH	2005-05-26	2018-08-24	10.566%	10.000	9.990
DRI	1995-05-09	2018-08-24	1867.696%	10.019	99.410
DRIO	2013-04-09	2018-08-24	-99.491%	0.891	99.900
DRIV	2018-04-17	2018-08-24	-3.665%	14.150	15.780
DRNA	2014-01-30	2018-08-24	-66.652%	10.000	9.990
DRQ	1997-10-23	2018-08-24	180.270%	10.000	99.990
DRRX	2000-09-28	2018-08-24	-91.046%	0.610	9.970
DRUA	2016-07-25	2018-08-24	-1.756%	20.930	25.980
DRYS	2016-11-10	2018-08-24	-99.995%	0.980	99.050
DS	2002-10-10	2018-08-24	10.377%	0.064	9.985
DSE	2014-06-26	2018-08-24	-69.265%	10.130	9.990
DSGX	1999-01-27	2018-08-24	265.405%	0.750	91.609
DSKE	2015-12-21	2018-08-24	-6.799%	10.000	9.990
DSL	2013-04-26	2018-08-24	-19.080%	14.710	25.460
DSLV	2011-10-17	2018-08-24	-37.588%	16.930	92.190
DSM	2018-01-16	2018-08-24	-11.059%	7.420	8.510
DSPG	1994-02-14	2018-08-24	63.810%	10.000	9.990
DSU	1998-03-30	2018-08-24	-62.436%	10.020	9.990
DSW	2005-06-29	2018-08-24	127.054%	10.000	9.975
DSWL	2018-01-16	2018-08-24	26.568%	2.590	3.500
DSX	2005-03-23	2018-08-24	-75.316%	1.950	9.990
DSXN	2015-05-29	2018-08-24	1.197%	14.123	27.400
DTE	1970-01-02	2018-08-24	402.921%	10.000	99.920
DTEA	2013-12-16	2018-08-24	-75.452%	10.000	9.990
DTF	1991-11-22	2018-08-24	-12.595%	10.000	19.150
DTJ	2016-06-10	2018-08-24	-1.162%	21.670	26.599
DTQ	2012-10-03	2018-08-24	-2.537%	19.130	38.310
DTRM	2000-03-10	2018-08-24	-99.972%	0.730	99.800
DTUS	2010-08-10	2018-08-24	-20.387%	25.320	51.520
DTV	2016-10-21	2018-08-24	4.686%	48.680	58.420
DTW	2007-06-05	2018-08-24	178.620%	0.001	98.490
DTY	2014-11-03	2018-08-24	-98.279%	1508.260	27.900
DTYS	2010-08-10	2018-08-24	-56.804%	10.080	56.590
DUC	1993-01-22	2018-08-24	-43.200%	10.000	9.990
DUK	1980-03-17	2018-08-24	1166.408%	10.024	91.800
DUKH	2013-01-16	2018-08-24	0.239%	19.290	27.180
DUSA	2017-01-12	2018-08-24	26.303%	19.790	25.600
DVA	1995-10-31	2018-08-24	1687.239%	0.688	9.979
DVAX	2004-02-19	2018-08-24	-85.957%	1.500	99.800
DVCR	1999-11-16	2018-08-24	3100.000%	0.031	9.990
DVD	1996-10-04	2018-08-24	-80.674%	0.840	9.969
DVMT	2016-08-17	2018-08-24	121.721%	42.020	96.150
DVN	1985-07-22	2018-08-24	658.400%	0.875	99.870
DVY	2003-11-07	2018-08-24	100.633%	100.030	99.990
DWAQ	2003-05-01	2018-08-24	305.449%	100.000	99.950
DWAS	2012-07-19	2018-08-24	130.699%	22.180	57.890
DWAT	2014-10-01	2018-08-24	26.477%	10.000	9.998
DWCH	1992-05-29	2018-08-24	31.556%	0.500	9.990
DWCR	2017-12-29	2018-08-24	-4.338%	27.550	33.040
DWDP	1972-06-01	2018-08-24	1254.109%	10.000	9.972
DWFI	2016-06-14	2018-08-24	-6.806%	23.220	26.910
DWIN	2016-03-11	2018-08-24	1.187%	24.710	28.855
DWLD	2017-01-12	2018-08-24	29.957%	20.000	28.880
DWLV	2016-07-15	2018-08-24	32.231%	24.090	33.835
DWPP	2017-01-04	2018-08-24	25.818%	24.000	30.680
DWSN	1990-03-26	2018-08-24	25.053%	0.122	9.996
DWTR	2015-10-09	2018-08-24	25.089%	20.610	31.760
DX	1988-02-10	2018-08-24	-68.050%	0.360	9.990
DXB	2007-05-21	2018-08-24	-0.623%	10.130	9.320
DXC	1973-02-21	2018-08-24	25372.422%	0.124	93.296
DXCM	2005-04-14	2018-08-24	1061.244%	1.360	99.650
DXGE	2013-10-18	2018-08-24	19.441%	22.220	33.990
DXJS	2013-06-28	2018-08-24	59.474%	25.000	47.870
DXLG	1987-06-02	2018-08-24	-62.788%	0.125	9.980
DXPE	1998-05-07	2018-08-24	1042.588%	0.125	99.990
DXYN	2018-01-16	2018-08-24	-62.162%	1.400	4.050
DY	1984-06-04	2018-08-24	5635.250%	0.889	99.990
DYNC	2016-07-05	2018-08-24	-10.948%	101.680	99.360
DYNT	1994-04-25	2018-08-24	-74.919%	0.850	9.950
DYSL	2015-01-02	2018-08-24	-0.735%	0.890	2.880
DZSI	2003-11-14	2018-08-24	-94.042%	1.250	99.500
E	1995-11-28	2018-08-24	189.049%	12.200	85.160
EA	1989-09-20	2018-08-24	24912.364%	0.383	96.490
EAB	2012-12-18	2018-08-24	-1.483%	18.680	26.300
EACQ	2015-12-21	2018-08-24	5.906%	10.000	9.990
EAE	2013-06-06	2018-08-24	4.783%	18.000	26.300
EAF	2014-10-30	2018-08-24	267757.135%	0.002	24.364
EAI	2007-12-17	2018-08-24	-71.640%	24.650	86.990
EARN	2013-05-01	2018-08-24	-38.397%	10.230	19.850
EARS	2014-08-06	2018-08-24	-99.555%	0.230	9.900
EAST	2017-01-03	2018-08-24	291.795%	1.160	9.250
EAT	1984-01-06	2018-08-24	4899.345%	0.746	9.972
EBAY	1998-09-24	2018-08-24	4056.282%	0.443	9.996
EBAYL	2016-03-10	2018-08-24	5.305%	24.270	27.500
EBF	1980-03-17	2018-08-24	1907.692%	0.972	9.990
EBIX	1987-07-01	2018-08-24	152.161%	0.267	9.999
EBMT	2000-04-06	2018-08-24	747.176%	10.000	9.990
EBR	2008-11-19	2018-08-24	-66.140%	1.120	9.990
EBS	2006-11-15	2018-08-24	411.795%	10.000	9.990
EBSB	2008-01-23	2018-08-24	361.550%	10.008	9.980
EBTC	2005-02-14	2018-08-24	79.707%	10.000	9.840
EC	2008-09-18	2018-08-24	-10.707%	10.000	9.980
ECA	2002-04-08	2018-08-24	-13.371%	10.000	99.360
ECC	2014-10-08	2018-08-24	-4.802%	13.300	22.106
ECCA	2015-05-15	2018-08-24	3.032%	22.510	26.800
ECCB	2016-10-11	2018-08-24	5.560%	24.750	27.750
ECCX	2018-04-30	2018-08-24	1.026%	24.450	25.000
ECHO	2009-10-02	2018-08-24	137.553%	10.050	34.830
ECL	1980-03-17	2018-08-24	13138.222%	1.000	99.940
ECOL	1984-05-09	2018-08-24	2078.000%	0.750	9.980
ECOM	2013-05-23	2018-08-24	-27.603%	10.000	9.990
ECPG	1999-07-09	2018-08-24	328.096%	0.125	9.990
ECR	2014-06-20	2018-08-24	-93.476%	0.650	9.570
ECT	2010-07-01	2018-08-24	-90.500%	0.930	9.990
ECYT	2011-02-04	2018-08-24	137.646%	1.170	9.980
ED	1970-01-02	2018-08-24	1077.037%	1.500	9.938
EDAP	1997-08-01	2018-08-24	-63.412%	0.500	9.900
EDBI	2015-12-29	2018-08-24	17.542%	22.000	35.598
EDD	2007-04-24	2018-08-24	-66.035%	10.000	9.960
EDF	2010-12-27	2018-08-24	-45.622%	10.140	26.540
EDGE	2015-10-01	2018-08-24	-93.509%	0.805	9.990
EDGW	1996-09-27	2018-08-24	-63.786%	1.590	9.938
EDI	2012-10-26	2018-08-24	-47.238%	10.050	9.980
EDIT	2016-02-03	2018-08-24	68.462%	12.430	45.020
EDN	2007-04-26	2018-08-24	49.802%	1.650	9.980
EDR	2005-01-26	2018-08-24	-16.150%	10.050	9.930
EDU	2006-09-15	2018-08-24	1039.697%	10.000	99.760
EDUC	1980-03-18	2018-08-24	5200.000%	0.078	9.975
EE	1989-07-07	2018-08-24	565.262%	0.250	10.000
EEA	1986-07-18	2018-08-24	-2.051%	10.000	9.990
EEFT	1997-03-07	2018-08-24	546.600%	1.750	99.980
EEI	1987-03-09	2018-08-24	-41.273%	10.000	9.990
EEMA	2012-02-09	2018-08-24	25.509%	43.750	81.270
EEP	1991-12-20	2018-08-24	7.721%	10.000	9.990
EEQ	2002-10-11	2018-08-24	47.072%	10.000	9.996
EEX	2017-04-28	2018-08-24	-19.231%	15.290	24.560
EFAS	2017-01-11	2018-08-24	8.176%	15.820	19.060
EFC	2010-10-08	2018-08-24	-23.402%	14.120	26.990
EFF	2013-06-26	2018-08-24	-20.729%	12.840	21.750
EFII	1992-10-02	2018-08-24	826.667%	10.000	9.980
EFL	2017-07-28	2018-08-24	-7.976%	10.000	9.980
EFOI	1994-08-18	2018-08-24	-57.268%	0.160	9.990
EFR	2003-11-25	2018-08-24	-29.200%	10.000	9.990
EFSC	2003-07-15	2018-08-24	326.866%	10.000	9.990
EFT	2004-07-26	2018-08-24	-26.150%	10.000	9.980
EFX	1980-03-17	2018-08-24	17215.266%	0.708	99.950
EGAN	1999-09-23	2018-08-24	-93.978%	0.150	98.750
EGBN	1999-07-14	2018-08-24	1707.596%	10.000	9.992
EGC	2017-01-09	2018-08-24	-70.149%	10.020	9.870
EGF	2005-10-27	2018-08-24	-34.950%	12.690	20.300
EGHT	1997-07-02	2018-08-24	218.597%	0.170	9.990
EGIF	2015-06-23	2018-08-24	-22.420%	12.690	25.000
EGL	2012-07-18	2018-08-24	96.946%	11.460	49.000
EGLE	2005-06-28	2018-08-24	-99.973%	10.000	9943.169
EGLT	2014-02-06	2018-08-24	-97.542%	0.265	9.950
EGN	1980-03-17	2018-08-24	6779.111%	1.083	90.660
EGO	2003-01-23	2018-08-24	-32.895%	0.800	9.970
EGOV	1999-07-15	2018-08-24	-1.516%	1.000	9.970
EGP	1980-03-17	2018-08-24	885.729%	10.000	99.390
EGRX	2014-02-12	2018-08-24	528.215%	10.000	99.870
EGY	1993-01-29	2018-08-24	-79.478%	0.124	9.850
EHC	1986-09-24	2018-08-24	1432.235%	0.050	99.688
EHI	2003-07-29	2018-08-24	-38.733%	10.000	9.990
EHIC	2014-11-18	2018-08-24	8.632%	10.000	9.990
EHT	2014-09-11	2018-08-24	1521.667%	0.500	9.996
EHTH	2006-10-20	2018-08-24	32.025%	10.000	9.990
EIG	2007-01-31	2018-08-24	124.337%	10.000	9.980
EIGI	2013-10-25	2018-08-24	-14.667%	10.000	9.950
EIGR	2014-01-30	2018-08-24	-89.813%	10.000	9.990
EIX	1980-01-02	2018-08-24	1012.412%	10.000	9.990
EKSO	2014-01-17	2018-08-24	-85.248%	0.990	9.940
EL	1995-11-17	2018-08-24	1472.058%	10.000	99.820
ELC	2010-10-13	2018-08-24	-75.299%	10000.000	9900.000
ELF	2016-09-22	2018-08-24	-52.377%	10.160	32.540
ELGX	1996-06-20	2018-08-24	-77.909%	0.640	9.980
ELLI	2011-04-15	2018-08-24	1442.984%	10.000	99.900
ELON	1998-07-28	2018-08-24	-87.971%	10.000	993.750
ELOX	1999-07-06	2018-08-24	-99.749%	1.600	99.800
ELP	1998-06-03	2018-08-24	-51.898%	1.770	9.990
ELS	1993-02-25	2018-08-24	1258.857%	10.000	96.010
ELTK	1997-01-22	2018-08-24	-87.567%	1.400	9.950
ELU	2013-05-23	2018-08-24	-3.958%	18.310	26.150
ELVT	2017-04-06	2018-08-24	25.000%	10.010	9.960
ELY	1992-02-28	2018-08-24	470.317%	10.000	9.980
EMB	2007-12-19	2018-08-24	6.106%	100.000	99.950
EMCG	2013-09-27	2018-08-24	-10.408%	16.665	28.890
EMCI	1982-02-04	2018-08-24	402.258%	10.000	9.993
EMD	2003-12-04	2018-08-24	-32.434%	10.020	9.820
EME	1995-01-10	2018-08-24	5868.372%	1.000	9.988
EMES	2013-05-09	2018-08-24	-66.103%	1.970	99.760
EMF	1987-02-26	2018-08-24	5.225%	10.000	9.990
EMIF	2009-06-19	2018-08-24	13.866%	23.010	38.270
EMITF	1996-11-27	2018-08-24	-99.159%	1.830	998.400
EMKR	1997-03-06	2018-08-24	-76.727%	10.000	99.800
EML	1980-03-17	2018-08-24	1150.308%	1.574	9.993
EMMS	1994-02-23	2018-08-24	-83.903%	0.960	99.880
EMN	1993-12-14	2018-08-24	337.525%	10.225	99.930
EMO	2011-06-14	2018-08-24	-41.347%	10.010	9.970
EMP	2000-01-03	2018-08-24	-93.355%	10.000	99.900
EMR	1972-06-01	2018-08-24	2030.299%	1.740	9.979
EMXC	2017-07-26	2018-08-24	-2.514%	47.580	58.489
ENB	1984-03-15	2018-08-24	2022.061%	1.465	9.975
ENBA	2018-04-26	2018-08-24	1.948%	25.000	26.040
ENBL	2014-04-11	2018-08-24	-24.730%	10.250	9.960
ENDP	2000-07-18	2018-08-24	26.857%	10.000	96.580
ENFC	2014-10-01	2018-08-24	109.714%	12.600	30.700
ENG	1997-05-09	2018-08-24	-90.146%	0.300	9.990
ENIA	1993-10-20	2018-08-24	-32.375%	1.933	9.997
ENIC	2016-04-21	2018-08-24	-25.038%	4.250	6.810
ENJ	2012-12-05	2018-08-24	-1.600%	18.610	28.740
ENLC	2004-01-13	2018-08-24	104.921%	0.750	9.990
ENLK	2003-02-25	2018-08-24	56.667%	1.100	9.980
ENO	2016-03-24	2018-08-24	-0.895%	22.310	28.450
ENPH	2012-03-30	2018-08-24	-33.106%	0.650	9.960
ENR	2000-03-27	2018-08-24	171.144%	100.020	99.990
ENS	2004-08-02	2018-08-24	545.680%	10.000	9.980
ENSG	2007-11-09	2018-08-24	781.067%	10.019	9.943
ENT	2011-06-17	2018-08-24	-71.053%	0.870	9.990
ENTA	2013-03-21	2018-08-24	433.178%	100.230	99.805
ENTG	2000-07-11	2018-08-24	199.441%	0.500	9.990
ENV	2010-07-29	2018-08-24	505.572%	10.030	9.950
ENVA	2014-11-13	2018-08-24	31.354%	10.020	9.900
ENZ	1980-06-12	2018-08-24	551.339%	0.355	90.497
ENZL	2010-09-02	2018-08-24	87.246%	25.930	51.060
EOCC	1994-07-27	2018-08-24	33.169%	10.000	9.991
EOD	2007-03-28	2018-08-24	-72.100%	10.000	9.990
EOG	1989-10-04	2018-08-24	4598.400%	10.000	99.990
EOI	2004-10-27	2018-08-24	-19.100%	10.000	9.980
EOLS	2018-02-08	2018-08-24	74.783%	10.300	9.911
EOS	2005-01-27	2018-08-24	-12.088%	10.000	9.990
EOT	2009-06-03	2018-08-24	9.231%	17.340	25.300
EPAM	2012-02-08	2018-08-24	907.143%	100.070	99.190
EPAY	1999-02-12	2018-08-24	212.428%	10.000	98.000
EPC	2000-03-27	2018-08-24	226.934%	10.980	99.970
EPD	1998-07-28	2018-08-24	450.140%	10.000	9.998
EPE	2014-01-17	2018-08-24	-90.653%	1.260	9.990
EPIX	2015-03-13	2018-08-24	-27.602%	0.100	9.900
EPR	1997-11-18	2018-08-24	256.154%	10.000	84.670
EPZM	2013-05-31	2018-08-24	-49.543%	10.000	9.990
EQBK	2015-11-11	2018-08-24	75.764%	16.000	44.300
EQC	1986-12-17	2018-08-24	-19.396%	10.000	9.800
EQFN	2005-11-10	2018-08-24	30.932%	1.384	9.980
EQGP	2015-05-12	2018-08-24	-33.414%	17.390	35.250
EQH	2018-05-10	2018-08-24	10.521%	19.500	22.630
EQIX	2000-08-11	2018-08-24	2.386%	10.100	99.980
EQM	2012-06-27	2018-08-24	139.242%	22.580	99.140
EQR	1993-08-12	2018-08-24	371.127%	12.438	82.530
EQRR	2017-07-25	2018-08-24	23.778%	38.130	51.480
EQS	1992-09-11	2018-08-24	-83.880%	1.350	9.943
EQT	1980-03-17	2018-08-24	4193.420%	0.975	99.970
ERA	2013-01-22	2018-08-24	-30.970%	10.000	9.990
ERF	2000-11-17	2018-08-24	-14.009%	1.840	9.990
ERI	2000-01-03	2018-08-24	-25.188%	0.005	90.000
ERIC	1986-05-19	2018-08-24	630.328%	0.789	99.688
ERIE	1995-10-02	2018-08-24	686.495%	100.010	99.990
ERII	2008-07-02	2018-08-24	-6.511%	1.950	9.980
ERJ	2000-07-21	2018-08-24	-11.374%	10.010	9.950
EROS	2013-11-13	2018-08-24	14.890%	10.000	9.960
ES	1980-03-17	2018-08-24	696.952%	10.000	9.938
ESBK	2015-01-02	2018-08-24	-4.917%	16.830	23.000
ESCA	1980-03-17	2018-08-24	10230.286%	0.109	9.995
ESE	1990-10-01	2018-08-24	2509.524%	1.312	9.969
ESEA	2006-05-08	2018-08-24	-98.390%	1.040	99.900
ESES	2014-01-29	2018-08-24	-96.020%	0.315	8.390
ESG	2016-07-14	2018-08-24	35.096%	49.910	70.000
ESGD	2016-08-25	2018-08-24	15.829%	53.808	72.490
ESGE	2016-07-20	2018-08-24	23.495%	26.375	40.815
ESGG	2016-07-15	2018-08-24	30.288%	100.230	99.970
ESGR	1997-04-01	2018-08-24	1917.143%	10.000	99.990
ESGU	2016-12-06	2018-08-24	31.024%	48.260	63.267
ESIO	1983-10-18	2018-08-24	215.586%	1.250	9.990
ESL	1973-05-03	2018-08-24	7026.364%	0.583	99.950
ESLT	1996-11-27	2018-08-24	1847.840%	10.000	99.910
ESND	1981-11-24	2018-08-24	2620.451%	0.555	9.980
ESNT	2013-10-31	2018-08-24	104.429%	16.490	50.080
ESPR	2013-06-26	2018-08-24	238.483%	10.130	99.860
ESQ	2017-06-27	2018-08-24	72.131%	14.510	29.450
ESRT	2013-10-02	2018-08-24	33.511%	12.650	22.310
ESRX	1992-06-09	2018-08-24	43178.771%	0.195	94.610
ESS	1994-06-07	2018-08-24	1160.077%	100.000	99.960
ESSA	2007-04-04	2018-08-24	36.757%	10.000	9.990
ESTE	1994-04-18	2018-08-24	1624.000%	0.100	9.990
ESTR	2015-11-16	2018-08-24	-31.354%	10.000	9.999
ESV	1980-03-17	2018-08-24	-75.750%	0.250	9.990
ESXB	2006-09-06	2018-08-24	30.000%	0.700	9.950
ETB	2005-04-27	2018-08-24	-16.450%	10.030	9.990
ETE	2006-02-03	2018-08-24	222.826%	10.000	9.998
ETFC	1996-08-16	2018-08-24	109.067%	10.000	99.700
ETG	2004-01-29	2018-08-24	-11.688%	10.000	9.990
ETH	1993-03-16	2018-08-24	242.750%	10.000	9.980
ETJ	2007-07-27	2018-08-24	-50.700%	10.000	9.980
ETM	1999-01-29	2018-08-24	-74.472%	0.520	9.990
ETN	1972-06-01	2018-08-24	3495.566%	0.868	9.992
ETO	2004-05-26	2018-08-24	27.100%	10.020	9.960
ETP	1996-06-25	2018-08-24	130.123%	10.000	9.993
ETR	1972-06-01	2018-08-24	307.617%	10.000	99.970
ETSY	2015-04-16	2018-08-24	63.467%	10.000	9.985
ETV	2005-06-28	2018-08-24	-19.150%	10.000	9.990
ETW	2005-11-21	2018-08-24	-34.457%	10.000	9.990
ETX	2013-03-27	2018-08-24	-1.000%	13.450	21.680
ETY	2006-11-28	2018-08-24	-36.700%	10.000	9.990
EUFN	2010-02-03	2018-08-24	-10.578%	13.520	26.650
EURN	2015-01-26	2018-08-24	-30.328%	10.000	9.980
EV	1980-03-17	2018-08-24	123780.726%	0.037	9.938
EVA	2015-04-29	2018-08-24	51.395%	11.850	32.950
EVBG	2016-09-16	2018-08-24	293.967%	11.760	61.500
EVC	2000-08-02	2018-08-24	-70.789%	0.120	9.990
EVF	1998-10-28	2018-08-24	-35.200%	10.000	9.990
EVFM	2014-11-20	2018-08-24	-96.764%	1.792	90.300
EVG	2005-02-24	2018-08-24	-35.400%	10.230	20.150
EVGN	2010-12-13	2018-08-24	-52.797%	10.000	9.990
EVH	2015-06-05	2018-08-24	27.519%	10.025	9.995
EVHC	2013-08-14	2018-08-24	-39.840%	100.060	99.940
EVK	2008-07-16	2018-08-24	-29.303%	0.650	8.500
EVLO	2018-05-09	2018-08-24	-15.446%	11.100	16.748
EVLV	1991-07-03	2018-08-24	15.556%	0.180	9.960
EVN	1999-01-27	2018-08-24	-19.533%	10.000	9.990
EVOK	2013-09-25	2018-08-24	-78.365%	1.350	9.990
EVOL	2015-10-01	2018-08-24	-60.438%	2.050	6.490
EVR	2006-08-14	2018-08-24	324.219%	10.020	99.700
EVRI	2005-09-23	2018-08-24	-41.778%	1.130	9.930
EVT	2003-09-26	2018-08-24	21.250%	10.000	9.970
EVTC	2013-04-12	2018-08-24	22.554%	11.270	26.330
EW	2000-03-27	2018-08-24	3335.879%	10.010	99.900
EWBC	1999-02-03	2018-08-24	1241.053%	10.000	9.990
EWZS	2010-09-29	2018-08-24	-54.246%	10.010	9.980
EXAS	2001-02-01	2018-08-24	370.067%	0.220	9.990
EXC	1980-01-02	2018-08-24	540.436%	10.000	92.130
EXD	2010-06-25	2018-08-24	-54.823%	10.030	9.990
EXEL	2000-04-17	2018-08-24	19.593%	1.260	9.990
EXFO	2000-06-30	2018-08-24	-91.043%	1.250	92.500
EXG	2007-04-23	2018-08-24	-52.293%	10.000	9.990
EXK	2006-04-26	2018-08-24	-43.171%	0.750	9.980
EXLS	2006-10-20	2018-08-24	228.185%	10.010	9.990
EXP	1994-04-12	2018-08-24	1927.894%	10.000	99.950
EXPD	1984-09-26	2018-08-24	42779.998%	0.151	9.984
EXPE	2005-07-21	2018-08-24	171.066%	100.070	99.820
EXPO	1990-08-17	2018-08-24	2813.103%	0.484	9.960
EXPR	2010-05-13	2018-08-24	-37.851%	10.030	9.980
EXR	2004-08-16	2018-08-24	640.240%	10.000	99.920
EXTN	2015-10-27	2018-08-24	60.611%	10.830	34.050
EXTR	1999-04-09	2018-08-24	-77.607%	1.060	99.500
EYE	2017-10-27	2018-08-24	51.119%	27.380	46.000
EYEG	2015-02-13	2018-08-24	-90.950%	0.290	7.500
EYEN	2018-01-25	2018-08-24	-44.556%	5.020	9.960
EYES	2014-11-20	2018-08-24	-93.390%	0.900	9.990
EYPT	2018-01-16	2018-08-24	88.182%	0.930	2.880
EZPW	1991-08-27	2018-08-24	218.571%	0.219	9.990
EZT	2015-02-04	2018-08-24	-2.229%	24.120	28.200
F	1972-06-01	2018-08-24	349.559%	0.639	9.991
FAAR	2016-05-23	2018-08-24	-3.716%	27.000	34.790
FAB	2007-05-23	2018-08-24	90.507%	11.030	59.340
FAD	2007-05-11	2018-08-24	155.169%	14.600	76.270
FAF	2010-05-28	2018-08-24	191.298%	10.510	62.710
FALN	2016-06-21	2018-08-24	4.458%	24.790	30.060
FAM	2004-11-24	2018-08-24	-51.474%	10.000	9.990
FAMI	2018-02-16	2018-08-24	-32.524%	2.680	9.820
FANG	2012-10-12	2018-08-24	595.714%	100.000	99.990
FANH	2007-11-01	2018-08-24	9.414%	10.000	9.990
FARM	1980-03-17	2018-08-24	1676.119%	1.475	9.990
FARO	1997-09-18	2018-08-24	313.846%	1.060	9.938
FAST	1987-08-20	2018-08-24	46993.445%	0.104	9.972
FAT	2017-10-23	2018-08-24	-26.855%	10.080	9.999
FATE	2013-10-01	2018-08-24	79.003%	1.460	9.990
FB	2012-05-18	2018-08-24	356.840%	100.160	99.960
FBC	1997-04-30	2018-08-24	-88.456%	10.000	997.000
FBHS	2011-09-16	2018-08-24	327.480%	11.000	73.620
FBIO	2011-11-17	2018-08-24	-82.545%	1.250	9.970
FBIOP	2017-11-14	2018-08-24	-24.536%	14.000	24.800
FBIZ	2005-11-09	2018-08-24	74.640%	10.000	9.985
FBK	2014-07-02	2018-08-24	997.000%	19.810	45.430
FBM	2017-02-10	2018-08-24	-11.032%	11.030	17.910
FBMS	2003-01-02	2018-08-24	412.500%	10.000	9.990
FBNC	1987-04-30	2018-08-24	986.085%	10.000	9.990
FBNK	2011-06-30	2018-08-24	187.906%	10.240	32.400
FBP	1987-01-13	2018-08-24	9.942%	10.000	99.900
FBR	2000-04-14	2018-08-24	224.667%	10.000	9.990
FBSS	1999-12-23	2018-08-24	162.667%	10.000	9.975
FBZ	2011-04-19	2018-08-24	-63.891%	10.060	9.980
FC	1992-06-03	2018-08-24	43.497%	0.650	9.970
FCA	2011-04-21	2018-08-24	-10.340%	16.170	38.130
FCAL	2017-06-27	2018-08-24	0.625%	48.910	53.000
FCAN	2012-02-17	2018-08-24	-16.096%	17.360	40.020
FCAP	1999-01-08	2018-08-24	331.307%	10.000	9.955
FCAU	2010-06-17	2018-08-24	421.316%	10.000	9.974
FCB	2014-08-01	2018-08-24	148.567%	19.730	62.950
FCBC	1994-04-08	2018-08-24	185.713%	10.010	9.950
FCBP	2018-01-05	2018-08-24	13.773%	24.000	33.500
FCCO	1999-03-09	2018-08-24	81.300%	10.000	9.943
FCCY	1999-03-15	2018-08-24	493.275%	10.000	10.000
FCEF	2016-09-29	2018-08-24	10.333%	18.946	23.930
FCEL	1992-06-25	2018-08-24	-93.699%	0.800	99.960
FCF	1992-06-10	2018-08-24	178.482%	10.000	9.990
FCFS	1991-06-10	2018-08-24	6907.143%	0.552	95.400
FCN	1996-05-09	2018-08-24	1772.750%	1.056	9.933
FCNCA	1986-10-22	2018-08-24	1263.629%	100.000	99.990
FCPT	2015-11-10	2018-08-24	32.139%	14.090	27.480
FCRE	2018-01-16	2018-08-24	-76.596%	0.220	1.680
FCSC	2009-10-21	2018-08-24	-99.719%	1.750	99.750
FCT	2004-05-26	2018-08-24	-35.582%	10.000	9.990
FCVT	2015-11-04	2018-08-24	21.457%	22.240	32.380
FCX	1995-07-10	2018-08-24	18.122%	10.000	9.995
FDBC	1999-04-13	2018-08-24	207.913%	10.000	9.833
FDC	2015-10-15	2018-08-24	59.429%	10.210	9.800
FDEF	1993-07-20	2018-08-24	373.164%	1.880	9.995
FDEU	2015-09-25	2018-08-24	-20.490%	14.260	20.350
FDIV	2014-08-14	2018-08-24	-0.718%	42.390	53.067
FDP	1997-10-24	2018-08-24	123.588%	10.000	9.938
FDS	1996-06-28	2018-08-24	4946.975%	10.139	99.990
FDT	2011-04-19	2018-08-24	18.198%	34.390	67.220
FDTS	2012-02-16	2018-08-24	33.398%	25.540	48.510
FDUS	2011-06-21	2018-08-24	1.067%	10.020	22.500
FDX	1978-04-12	2018-08-24	25712.807%	0.949	99.990
FE	1997-11-10	2018-08-24	47.097%	18.000	84.000
FEDU	2017-10-26	2018-08-24	-57.121%	10.000	9.990
FEI	2012-11-28	2018-08-24	-35.185%	10.100	9.620
FEIM	1980-06-18	2018-08-24	761.923%	0.963	9.990
FELE	1980-03-17	2018-08-24	3202.128%	0.938	9.913
FELP	2014-06-18	2018-08-24	-79.737%	1.070	9.860
FEM	2011-04-19	2018-08-24	-14.683%	15.390	31.320
FEMB	2014-11-05	2018-08-24	-26.286%	36.510	50.650
FEMS	2012-02-17	2018-08-24	21.169%	23.440	47.470
FENC	2017-09-13	2018-08-24	-18.417%	10.000	9.990
FENG	2011-05-16	2018-08-24	-63.740%	10.000	9.990
FEO	2006-08-31	2018-08-24	-32.750%	10.060	9.990
FEP	2011-04-26	2018-08-24	24.871%	20.020	42.490
FET	2012-04-12	2018-08-24	-42.299%	10.050	9.950
FEUZ	2014-10-27	2018-08-24	38.358%	27.260	48.430
FEX	2007-05-10	2018-08-24	107.198%	10.000	62.820
FEYE	2013-09-20	2018-08-24	-54.528%	10.350	97.350
FF	2011-03-23	2018-08-24	49.951%	10.000	9.990
FFA	2004-08-27	2018-08-24	-18.100%	10.000	9.990
FFBC	1983-12-21	2018-08-24	918.465%	10.000	9.990
FFBW	2017-10-11	2018-08-24	-2.385%	10.300	12.500
FFC	2003-01-30	2018-08-24	-23.111%	10.000	9.970
FFG	1996-07-19	2018-08-24	773.514%	1.810	9.940
FFHL	2006-12-19	2018-08-24	-94.720%	1.280	9.960
FFIC	1995-11-21	2018-08-24	533.286%	10.000	9.987
FFIN	1993-11-01	2018-08-24	2226.702%	1.825	9.990
FFIV	1999-06-04	2018-08-24	2422.891%	1.875	99.980
